country_name,latitude,longitude,is_blue_zone,blue_zone_region,forest_area_pct,gdp_per_capita,life_expectancy,physicians_per_1000,pm25_air_pollution,population_total,urban_population_pct,infant_mortality,life_expectancy_who,maternal_mortality,effective_gravity,gravity_deviation,gravity_deviation_pct,data_collection_date,data_source
Fiji,-16.5782,179.4144,0,,63.1297208538588,5405.03006162671,67.148,,12.4187981716598,919422.0,58.229,,,,9.784534871550001,-0.022115128449998522,-0.22551155032552936,2025-09-21 17:42:57.914081,Real-World-Multi-API
Iceland,64.9631,-19.0208,0,,,,,,,,,18.7,83.9,55.0,9.822867884714215,0.016217884714215813,0.16537639983292782,2025-09-21 17:42:57.914081,Real-World-Multi-API
Finland,61.9241,25.7482,0,,73.7264996576714,50440.560224974,81.1878048780488,4.381,4.89518090216668,5556106.0,85.681,16.9,84.1,43.0,9.820663134011465,0.014013134011465311,0.14289419946123613,2025-09-21 17:42:57.914081,Real-World-Multi-API
Estonia,58.5953,25.0136,0,,57.0652937046572,28451.1477825175,77.8439024390244,3.438,6.14573290973003,1348840.0,69.609,,,,9.818063317264704,0.011413317264704403,0.11638344658679982,2025-09-21 17:42:57.914081,Real-World-Multi-API
Latvia,56.8796,24.6032,0,,,,,,,,,,,,9.816658968664898,0.010008968664898532,0.10206307622785081,2025-09-21 17:42:57.914081,Real-World-Multi-API
Lithuania,55.1694,23.8813,0,,,,,,,,,,,,9.815222110758818,0.008572110758818141,0.0874112032020939,2025-09-21 17:42:57.914081,Real-World-Multi-API
Poland,51.9194,19.1451,0,,,,,,,,,,,,9.812408261081808,0.005758261081808769,0.05871792183680226,2025-09-21 17:42:57.914081,Real-World-Multi-API
Czech Republic,49.8175,15.473,0,,,,,,,,,,,,9.810544339634832,0.0038943396348329884,0.03971121264481743,2025-09-21 17:42:57.914081,Real-World-Multi-API
Slovakia,48.669,19.699,0,,,,,,,,,,,,9.809515603263275,0.0028656032632756734,0.02922102107524663,2025-09-21 17:42:57.914081,Real-World-Multi-API
Hungary,47.1625,19.5033,0,,,,,,,,,,,,9.808158658702718,0.001508658702718435,0.015384037390122368,2025-09-21 17:42:57.914081,Real-World-Multi-API
Romania,45.9432,24.9668,0,,,,,,,,,,,,9.807056495907787,0.00040649590778762956,0.004145104676802267,2025-09-21 17:42:57.914081,Real-World-Multi-API
Bulgaria,42.7339,25.4858,0,,36.0998526160649,13999.6719197289,74.1609756097561,4.896,17.1474236131426,6465097.0,76.363,,,,9.804154298263967,-0.0024957017360325295,-0.025449075229895323,2025-09-21 17:42:57.914081,Real-World-Multi-API
Serbia,44.0165,21.0059,0,,,,,,,,,,,,9.805312946877896,-0.0013370531221035264,-0.013634147462217234,2025-09-21 17:42:57.914081,Real-World-Multi-API
Croatia,45.1,15.2,0,,34.7410650464618,18466.0955472648,77.5756097560976,3.61,16.1208592960264,3855641.0,58.219,,,,9.806293396906154,-0.00035660309384510924,-0.0036363395639194755,2025-09-21 17:42:57.914081,Real-World-Multi-API
Bosnia and Herzegovina,43.9159,17.6791,0,,42.7326171875,7655.59421024383,76.777,2.318,26.6019532713554,3204802.0,49.841,,,,9.805221966084131,-0.0014280339158680988,-0.014561893366930591,2025-09-21 17:42:57.914081,Real-World-Multi-API
Montenegro,42.7087,19.3744,0,,,,,,,,,,,,9.804131569408668,-0.0025184305913317218,-0.025680845052405477,2025-09-21 17:42:57.914081,Real-World-Multi-API
Albania,41.1533,20.1683,0,,28.7919708029197,6846.42669381643,78.769,1.883,15.7070036417042,2777689.0,63.799,,,,9.802732651922383,-0.003917348077616012,-0.03994583346622967,2025-09-21 17:42:57.914081,Real-World-Multi-API
North Macedonia,41.6086,21.7453,0,,,,,,,,,,,,9.803141236788662,-0.003508763211337751,-0.03577942734101605,2025-09-21 17:42:57.914081,Real-World-Multi-API
Slovenia,46.1512,14.9955,0,,,,,,,,,,,,9.807244663559214,0.0005946635592142258,0.006063880725979063,2025-09-21 17:42:57.914081,Real-World-Multi-API
Austria,47.5162,14.5501,0,,47.206131846825,52176.6649141178,81.2951219512195,5.508,10.9335136815146,9041851.0,59.256,,,,9.80847784265479,0.0018278426547908566,0.01863880789862855,2025-09-21 17:42:57.914081,Real-World-Multi-API
Belgium,50.5039,4.4699,0,,22.604446776415,50822.2518538518,81.7487804878049,3.241,11.2160664677018,11680210.0,98.153,,,,9.811156021206976,0.00450602120697674,0.045948628807765554,2025-09-21 17:42:57.914081,Real-World-Multi-API
Luxembourg,49.8153,6.1296,0,,,,,,,,,,,,9.810542375022166,0.003892375022166661,0.03969117917093667,2025-09-21 17:42:57.914081,Real-World-Multi-API
Ireland,53.4129,-8.2439,0,,,,,,,,,,,,9.813713296882275,0.007063296882275694,0.07202558347932977,2025-09-21 17:42:57.914081,Real-World-Multi-API
Portugal,39.3999,-8.2245,0,,,,,,,,,,,,9.801168515217677,-0.0054814847823223545,-0.055895589037258955,2025-09-21 17:42:57.914081,Real-World-Multi-API
